2.4114 -3.8901 0
0.83795 -1.5808 1
4.0627 -0.056322 0
0.37984 12.417 1
-6.1129 -16.339 0
8.4827 -2.5954 1
-5.1737 1.9515 0
5.2194 4.9733 1
3.9584 -0.9749 0
6.4271 1.8451 1
5.3046 1.6119 0
7.3737 1.8369 1
1.6726 1.3531 0
4.5373 7.8019 1
2.0039 0.39231 0
9.3977 5.9774 1
2.2726 0.094422 0
-1.4361 -4.7452 1
-0.78163 1.999 0
5.0551 -0.71161 1
0.65481 2.6763 0
6.0434 5.738 1
-3.5809 0.83702 0
7.6183 11.93 1
2.0775 1.8637 0
6.8179 6.9463 1
4.564 1.5638 0
-0.25174 6.6457 1
-6.5812 -2.1787 0
11.475 11.351 1
-0.16989 0.067539 0
13.564 14.862 1
-0.26099 -5.3651 0
10.125 5.7615 1
-1.6535 -1.3099 0
0.36409 0.46083 1
-1.1361 -1.1629 0
1.2471 6.375 1
-2.2499 -2.1821 0
4.6526 16.324 1
2.5005 -0.95515 0
6.9103 13.094 1
-5.3075 -3.9595 0
5.9038 5.7835 1
-0.50022 3.959 0
4.6268 1.108 1
4.8992 4.2149 0
-1.4151 -3.0021 1
1.2095 5.0958 0
-0.59859 1.4665 1
-3.5719 -4.748 0
5.8511 11.329 1
-2.6956 0.92819 0
4.8643 7.65 1
1.9795 2.1182 0
15.083 7.4491 1
1.6454 -2.7284 0
4.6633 2.6195 1
6.4094 2.0529 0
-2.5453 2.5515 1
2.2422 -8.6221 0
5.9412 4.2286 1
0.69672 -3.3979 0
0.063658 6.4268 1
0.97437 -0.84397 0
12.145 10.336 1
-4.1652 -4.0101 0
6.6395 1.9143 1
-3.4135 1.5168 0
8.272 4.5683 1
-4.1291 -1.0338 0
6.2835 8.4559 1
5.7855 -0.2383 0
7.0284 4.8455 1
-1.4222 -1.8915 0
18.051 10.961 1
-1.8152 -2.9944 0
6.1093 11.111 1
5.2795 2.3081 0
7.5269 5.7006 1
-2.3984 -0.28333 0
3.9383 7.7732 1
-0.45634 -3.5931 0
0.73628 -4.856 1
7.1811 3.2032 0
5.1812 5.9794 1
0.70615 -3.3507 0
0.47414 -3.0734 1
1.4652 1.7069 0
6.5618 10.279 1
4.8038 5.7495 0
7.5295 4.7933 1
1.9613 0.35915 0
5.564 10.746 1
0.73245 -2.6782 0
2.8083 2.2609 1
5.4551 9.7165 0
11.163 11.826 1
-0.57235 7.492 0
5.8895 3.4081 1
1.8801 3.4693 0
0.35238 9.9018 1
7.6001 4.8512 0
3.664 7.4365 1
2.3837 6.2716 0
4.7448 4.9891 1
7.4739 7.1522 0
2.7021 1.2342 1
0.41189 -1.0025 0
3.0496 7.2126 1
3.1126 -1.9867 0
11.496 9.3858 1
-2.7555 -6.4688 0
13.253 8.4495 1
-0.79578 1.0046 0
9.0872 9.1771 1
4.6495 5.234 0
6.1581 3.534 1
0.58798 2.3371 0
10.393 12.351 1
-9.5488 -9.3504 0
5.6943 2.602 1
-2.4508 -2.2235 0
7.742 10.607 1
-2.0686 0.61345 0
0.027027 2.7711 1
2.4623 1.9946 0
8.6998 10.437 1
-0.99607 3.5115 0
10.751 3.9208 1
-3.19 -10.787 0
6.191 4.6776 1
-4.9433 -4.6776 0
6.2204 7.6407 1
-4.6509 -4.13 0
2.7317 2.8603 1
0.8483 0.25157 0
7.9656 4.7227 1
-4.123 -0.90319 0
7.177 5.6297 1
-3.6856 -3.4578 0
6.6411 10.662 1
-5.841 1.355 0
10.639 7.151 1
-3.5005 0.76021 0
5.0513 4.8237 1
-0.44612 -5.7448 0
11.512 6.4466 1
-3.2669 -1.7269 0
7.3352 10.779 1
-8.9833 -6.9322 0
3.4348 -4.9816 1
6.4485 3.7325 0
6.0687 4.8722 1
1.7077 0.15685 0
3.2936 12.61 1
-3.5936 -0.1888 0
2.7273 6.835 1
3.4449 1.2801 0
3.5028e-05 -1.069 1
-4.6833 -0.39137 0
5.5644 4.2406 1
-5.7814 0.59192 0
11.074 15.877 1
-0.46074 2.8778 0
5.9695 9.4013 1
-4.6866 -8.0035 0
6.7716 3.1109 1
2.8685 0.30826 0
6.8606 9.8122 1
-5.0289 -8.5324 0
-2.022 -1.8379 1
-1.1704 3.3894 0
11.462 9.4761 1
6.4239 1.3669 0
6.6423 7.2557 1
1.3976 4.2907 0
7.423 8.706 1
1.5573 -4.1753 0
2.3716 -0.74762 1
-2.2037 -0.23425 0
4.7659 5.0173 1
-3.3264 0.52928 0
12.458 7.7945 1
-0.7986 -2.6783 0
6.6729 8.4311 1
-4.592 1.2087 0
15.331 10.778 1
2.4837 1.8039 0
3.6205 9.3737 1
-0.14537 0.26003 0
8.2614 9.5502 1
2.3379 -6.1846 0
5.9873 7.4893 1
8.0334 5.0119 0
1.701 -0.8872 1
-1.4703 -1.075 0
10.447 9.1919 1
4.4024 6.1893 0
4.7999 2.9668 1
5.9444 0.19903 0
10.385 16.921 1
1.3975 1.877 0
11.562 6.7633 1
-3.3876 -1.8848 0
7.1553 14.446 1
4.8569 2.1231 0
8.2766 4.7507 1
4.2666 7.0241 0
1.2521 2.4949 1
-3.4354 2.0533 0
4.8287 4.9851 1
-2.7141 -2.1104 0
8.6588 10.746 1
2.2061 0.77016 0
18.26 11.956 1
4.8755 -1.3254 0
4.7744 6.8065 1
-1.0171 1.5857 0
11.304 3.4148 1
0.97075 -0.48298 0
9.4306 5.4801 1
1.8037 0.97146 0
9.318 6.4241 1
0.0054638 8.7485 0
3.2286 0.036881 1
3.6519 3.9277 0
10.326 8.9821 1
1.6001 0.99727 0
12.104 5.0372 1
-2.157 -1.4346 0
9.8117 6.9501 1
1.7316 4.2831 0
4.2047 4.6927 1
2.9848 -3.2643 0
6.8501 6.7827 1
-3.3342 -2.0821 0
0.72463 8.8024 1
-2.2649 8.5003 0
9.6282 15.65 1
4.7402 4.9633 0
10.383 9.5193 1
-1.9101 -0.44378 0
6.443 5.023 1
-3.744 6.5323 0
8.5847 11.682 1
-1.1357 -0.24667 0
5.3925 9.0783 1
0.093376 -0.66096 0
4.8195 7.4375 1
7.921 10.985 0
1.1505 1.4982 1
5.209 -0.44605 0
0.58806 6.9065 1
1.7724 9.0712 0
10.834 12.41 1
2.869 3.3474 0
17.413 7.5435 1
1.9759 -4.2896 0
4.7088 1.3944 1
3.049 7.8691 0
7.2866 7.0525 1
3.0781 2.5127 0
2.5169 -1.1877 1
1.5116 -5.7544 0
11.374 5.0663 1
2.6388 3.9048 0
-3.8965 3.7605 1
5.1062 5.8572 0
3.3113 8.7863 1
4.881 1.6301 0
10.003 10.752 1
-2.479 -2.7572 0
4.3002 7.5422 1
1.7519 3.6011 0
4.5271 8.5519 1
2.7007 4.0488 0
11.943 9.6558 1
2.0144 7.0548 0
6.5324 6.0197 1
-4.9405 1.4134 0
-0.16106 6.2629 1
-4.0443 2.8458 0
5.9618 5.7656 1
3.4976 3.0976 0
4.7234 1.9769 1
0.0076439 2.9117 0
14.908 13.472 1
1.1011 -2.9612 0
5.8693 1.3652 1
7.2826 1.5844 0
9.2792 6.0612 1
-5.9174 -1.1532 0
6.2498 5.8108 1
-1.3849 0.66765 0
14.667 9.1493 1
-0.69705 -2.7392 0
5.4281 9.8667 1
-3.1647 -0.66957 0
5.5073 3.8118 1
-2.9473 -0.67774 0
4.0598 6.5388 1
2.6948 1.8105 0
6.236 2.8455 1
0.45607 -2.2667 0
12.764 8.4432 1
-0.98644 2.2682 0
3.469 3.1288 1
2.84 0.24078 0
9.9555 6.1887 1
-1.8343 2.7219 0
4.5759 7.2575 1
-4.7884 -2.9897 0
9.9037 10.017 1
